#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
123	NM_001366072.2	chr3	-	52545366	52685913	52548062	52681742	30	52545366,52550420,52550746,52561766,52563282,52564049,52576540,52579053,52586424,52587352,52589069,52603520,52609312,52615350,52617261,52627272,52628893,52634601,52641953,52643247,52644703,52648343,52651741,52658198,52662132,52668497,52678499,52679573,52681694,52685748,	52548235,52550637,52550817,52561968,52563493,52564233,52576698,52579199,52586688,52587510,52589255,52603732,52609955,52615456,52617538,52627370,52629035,52634815,52642045,52643343,52644789,52648442,52651810,52658315,52662276,52668645,52678597,52679726,52681820,52685913,	0	PBRM1	cmpl	cmpl	1,0,1,0,2,1,2,0,0,1,1,2,1,0,2,0,2,1,2,2,0,0,0,0,0,2,0,0,0,-1,
123	NM_001366073.2	chr3	-	52545366	52685913	52548062	52681742	30	52545366,52550420,52550746,52561766,52563282,52564049,52576540,52579053,52586424,52587352,52589069,52603520,52609312,52615350,52617261,52627272,52628893,52634601,52641953,52643247,52644703,52648343,52651741,52658198,52662132,52668497,52678499,52679573,52681703,52685748,	52548235,52550637,52550817,52561968,52563493,52564233,52576698,52579199,52586688,52587510,52589255,52603732,52609955,52615456,52617538,52627370,52629035,52634815,52642045,52643343,52644789,52648442,52651810,52658315,52662276,52668645,52678597,52679726,52681820,52685913,	0	PBRM1	cmpl	cmpl	1,0,1,0,2,1,2,0,0,1,1,2,1,0,2,0,2,1,2,2,0,0,0,0,0,2,0,0,0,-1,
123	NM_001366074.2	chr3	-	52545366	52685913	52548062	52681742	31	52545366,52550420,52550746,52561766,52563282,52564049,52576540,52579053,52586424,52587352,52589069,52603520,52609312,52615350,52617261,52627272,52628893,52634601,52641953,52643247,52644703,52648343,52651741,52658198,52662132,52668497,52678499,52679573,52681703,52682091,52685748,	52548235,52550637,52550817,52561968,52563493,52564233,52576698,52579199,52586688,52587510,52589255,52603732,52609955,52615456,52617538,52627370,52629035,52634815,52642045,52643343,52644789,52648442,52651810,52658315,52662276,52668645,52678597,52679723,52681820,52682233,52685913,	0	PBRM1	cmpl	cmpl	1,0,1,0,2,1,2,0,0,1,1,2,1,0,2,0,2,1,2,2,0,0,0,0,0,2,0,0,0,-1,-1,
123	NM_001366075.2	chr3	-	52545366	52685913	52548062	52681742	31	52545366,52550420,52550746,52561766,52563282,52564049,52576540,52579053,52586424,52587352,52589069,52603520,52609312,52615350,52617261,52624896,52627272,52628893,52634601,52641953,52643247,52644703,52648343,52651741,52658198,52662132,52668497,52678499,52679573,52681694,52685748,	52548235,52550637,52550817,52561968,52563493,52564233,52576698,52579199,52586688,52587435,52589255,52603732,52609955,52615456,52617538,52624941,52627370,52629035,52634815,52642045,52643343,52644789,52648442,52651810,52658315,52662276,52668645,52678597,52679726,52681820,52685913,	0	PBRM1	cmpl	cmpl	1,0,1,0,2,1,2,0,0,1,1,2,1,0,2,2,0,2,1,2,2,0,0,0,0,0,2,0,0,0,-1,
123	NM_001366076.2	chr3	-	52545366	52685913	52548062	52681742	30	52545366,52550420,52550746,52561766,52563282,52564049,52576540,52579053,52586424,52587352,52589069,52603520,52609312,52615350,52617261,52624896,52627272,52628893,52634601,52641953,52644703,52648343,52651741,52658198,52662132,52668497,52678499,52679573,52681703,52685748,	52548235,52550637,52550817,52561968,52563493,52564233,52576698,52579199,52586688,52587510,52589255,52603732,52609955,52615456,52617538,52624941,52627370,52629035,52634815,52642045,52644789,52648442,52651810,52658315,52662276,52668645,52678597,52679726,52681820,52685913,	0	PBRM1	cmpl	cmpl	1,0,1,0,2,1,2,0,0,1,1,2,1,0,2,2,0,2,1,2,0,0,0,0,0,2,0,0,0,-1,
123	NM_001394867.1	chr3	-	52545366	52685913	52548062	52679711	32	52545366,52550420,52550746,52554723,52558248,52561766,52563282,52564049,52576540,52579053,52586424,52587352,52589069,52603520,52609312,52615350,52617261,52627272,52628893,52634601,52641953,52643247,52644703,52648343,52651741,52658198,52662132,52668497,52678499,52679573,52682091,52685748,	52548235,52550637,52550817,52554879,52558413,52561968,52563493,52564233,52576698,52579199,52586688,52587510,52589255,52603732,52609955,52615456,52617538,52627370,52629035,52634815,52642045,52643343,52644789,52648442,52651810,52658315,52662276,52668645,52678597,52679726,52682233,52685913,	0	PBRM1	cmpl	cmpl	1,0,1,1,1,0,2,1,2,0,0,1,1,2,1,0,2,0,2,1,2,2,0,0,0,0,0,2,0,0,-1,-1,
123	NM_001394868.1	chr3	-	52545366	52685913	52548062	52679711	31	52545366,52550420,52550746,52554723,52558248,52561766,52563282,52564049,52576540,52579053,52586424,52587352,52589069,52603520,52609312,52615350,52617261,52627272,52628893,52634601,52641953,52643247,52644703,52648343,52651741,52658198,52662132,52668497,52678499,52679573,52685748,	52548235,52550637,52550817,52554879,52558413,52561968,52563493,52564233,52576698,52579199,52586688,52587510,52589255,52603732,52609955,52615456,52617538,52627370,52629035,52634815,52642045,52643343,52644789,52648442,52651810,52658315,52662276,52668645,52678597,52679723,52685913,	0	PBRM1	cmpl	cmpl	1,0,1,1,1,0,2,1,2,0,0,1,1,2,1,0,2,0,2,1,2,2,0,0,0,0,0,2,0,0,-1,
123	NM_001394869.1	chr3	-	52545366	52685599	52548062	52679711	32	52545366,52550420,52550746,52554723,52558248,52561766,52563282,52564049,52576540,52579053,52586424,52587352,52589069,52603520,52609312,52615350,52617261,52627272,52628893,52634601,52641953,52643247,52644703,52648343,52651741,52658198,52662132,52668497,52678499,52679573,52682091,52685435,	52548235,52550637,52550817,52554879,52558413,52561968,52563493,52564233,52576698,52579199,52586688,52587510,52589255,52603732,52609955,52615456,52617538,52627370,52629035,52634815,52642045,52643343,52644789,52648442,52651810,52658315,52662276,52668645,52678597,52679726,52682233,52685599,	0	PBRM1	cmpl	cmpl	1,0,1,1,1,0,2,1,2,0,0,1,1,2,1,0,2,0,2,1,2,2,0,0,0,0,0,2,0,0,-1,-1,
123	NM_001394870.1	chr3	-	52545366	52685913	52548062	52681742	31	52545366,52550420,52550746,52554723,52561766,52563282,52564049,52576540,52579053,52586424,52587352,52589069,52603520,52609312,52615350,52617261,52627272,52628893,52634601,52641953,52643247,52644703,52648343,52651741,52658198,52662132,52668497,52678499,52679573,52681703,52685748,	52548235,52550637,52550817,52554879,52561968,52563493,52564233,52576698,52579199,52586688,52587510,52589255,52603732,52609955,52615456,52617538,52627370,52629035,52634815,52642045,52643343,52644789,52648442,52651810,52658315,52662276,52668645,52678597,52679726,52681820,52685913,	0	PBRM1	cmpl	cmpl	1,0,1,1,0,2,1,2,0,0,1,1,2,1,0,2,0,2,1,2,2,0,0,0,0,0,2,0,0,0,-1,
123	NM_001394871.1	chr3	-	52545366	52685913	52548062	52679711	30	52545366,52550420,52550746,52558248,52561766,52563282,52564049,52576540,52579053,52586424,52587352,52589069,52603520,52609312,52615350,52617261,52627272,52628893,52634601,52641953,52643247,52644703,52648343,52651741,52658198,52662132,52668497,52678499,52679573,52685748,	52548235,52550637,52550817,52558413,52561968,52563493,52564233,52576698,52579199,52586688,52587510,52589255,52603732,52609955,52615456,52617538,52627370,52629035,52634815,52642045,52643343,52644789,52648442,52651810,52658315,52662276,52668645,52678597,52679726,52685913,	0	PBRM1	cmpl	cmpl	1,0,1,1,0,2,1,2,0,0,1,1,2,1,0,2,0,2,1,2,2,0,0,0,0,0,2,0,0,-1,
123	NM_001394872.1	chr3	-	52545366	52685913	52548062	52679711	30	52545366,52550420,52550746,52554723,52561766,52563282,52564049,52576540,52579053,52586424,52587352,52589069,52603520,52609312,52615350,52617261,52627272,52628893,52634601,52641953,52643247,52644703,52648343,52651741,52658198,52662132,52668497,52678499,52679573,52685748,	52548235,52550637,52550817,52554879,52561968,52563493,52564233,52576698,52579199,52586688,52587510,52589255,52603732,52609955,52615456,52617538,52627370,52629035,52634815,52642045,52643343,52644789,52648442,52651810,52658315,52662276,52668645,52678597,52679723,52685913,	0	PBRM1	cmpl	cmpl	1,0,1,1,0,2,1,2,0,0,1,1,2,1,0,2,0,2,1,2,2,0,0,0,0,0,2,0,0,-1,
123	NM_001394873.1	chr3	-	52545366	52685913	52548062	52679711	30	52545366,52550420,52550746,52554723,52561766,52563282,52564049,52576540,52579053,52586424,52587352,52589069,52603520,52609312,52615350,52617261,52627272,52628893,52634601,52641953,52643247,52644703,52648343,52651741,52658198,52662132,52668497,52678499,52679573,52685748,	52548235,52550637,52550817,52554879,52561968,52563493,52564233,52576698,52579199,52586688,52587510,52589252,52603732,52609955,52615456,52617538,52627370,52629035,52634815,52642045,52643343,52644789,52648442,52651810,52658315,52662276,52668645,52678597,52679726,52685913,	0	PBRM1	cmpl	cmpl	1,0,1,1,0,2,1,2,0,0,1,1,2,1,0,2,0,2,1,2,2,0,0,0,0,0,2,0,0,-1,
123	NM_001394874.1	chr3	-	52545366	52685913	52548062	52679711	30	52545366,52550420,52550746,52554723,52561766,52563282,52564049,52576540,52579053,52586424,52587352,52589069,52603520,52609312,52615350,52617261,52627272,52628893,52634601,52641953,52643247,52644703,52648343,52651741,52658198,52662132,52668497,52678499,52679573,52685748,	52548235,52550637,52550817,52554879,52561968,52563493,52564233,52576698,52579199,52586688,52587510,52589252,52603732,52609955,52615456,52617538,52627370,52629035,52634815,52642045,52643343,52644789,52648442,52651810,52658315,52662276,52668645,52678597,52679720,52685913,	0	PBRM1	cmpl	cmpl	1,0,1,1,0,2,1,2,0,0,1,1,2,1,0,2,0,2,1,2,2,0,0,0,0,0,2,0,0,-1,
123	NM_001394875.1	chr3	-	52545366	52685913	52548062	52679711	29	52545366,52550420,52550746,52561766,52563282,52564049,52576540,52579053,52586424,52587352,52589069,52603520,52609312,52615350,52617261,52627272,52628893,52634601,52641953,52643247,52644703,52648343,52651741,52658198,52662132,52668497,52678499,52679573,52685748,	52548235,52550637,52550817,52561968,52563493,52564233,52576698,52579199,52586688,52587510,52589255,52603732,52609955,52615456,52617538,52627370,52629035,52634815,52642045,52643343,52644789,52648442,52651810,52658315,52662276,52668645,52678597,52679723,52685913,	0	PBRM1	cmpl	cmpl	1,0,1,0,2,1,2,0,0,1,1,2,1,0,2,0,2,1,2,2,0,0,0,0,0,2,0,0,-1,
123	NM_001394876.1	chr3	-	52545366	52685913	52548062	52679711	30	52545366,52550420,52550746,52561766,52563282,52564049,52576540,52579053,52586424,52587352,52589069,52603520,52609312,52615350,52617261,52627272,52628893,52634601,52641953,52643247,52644703,52648343,52651741,52658198,52662132,52668497,52678499,52679573,52682091,52685748,	52548235,52550637,52550817,52561968,52563493,52564233,52576698,52579199,52586688,52587510,52589252,52603732,52609955,52615456,52617538,52627370,52629035,52634815,52642045,52643343,52644789,52648442,52651810,52658315,52662276,52668645,52678597,52679726,52682233,52685913,	0	PBRM1	cmpl	cmpl	1,0,1,0,2,1,2,0,0,1,1,2,1,0,2,0,2,1,2,2,0,0,0,0,0,2,0,0,-1,-1,
123	NM_001394877.1	chr3	-	52545366	52685913	52548062	52679711	29	52545366,52550420,52550746,52561766,52563282,52564049,52576540,52579053,52586424,52587352,52589069,52603520,52609312,52615350,52617261,52627272,52628893,52634601,52641953,52643247,52644703,52648343,52651741,52658198,52662132,52668497,52678499,52679573,52685748,	52548235,52550637,52550817,52561968,52563493,52564233,52576698,52579199,52586688,52587510,52589252,52603732,52609955,52615456,52617538,52627370,52629035,52634815,52642045,52643343,52644789,52648442,52651810,52658315,52662276,52668645,52678597,52679726,52685913,	0	PBRM1	cmpl	cmpl	1,0,1,0,2,1,2,0,0,1,1,2,1,0,2,0,2,1,2,2,0,0,0,0,0,2,0,0,-1,
123	NM_001394878.1	chr3	-	52550290	52685913	52550400	52681742	29	52550290,52550746,52561766,52563282,52564049,52576540,52579053,52586424,52587352,52589069,52603520,52609312,52615350,52617261,52627272,52628893,52634601,52641953,52643247,52644703,52651741,52658198,52662132,52668497,52678499,52679573,52681694,52682091,52685748,	52550637,52550817,52561968,52563493,52564233,52576698,52579199,52586688,52587510,52589255,52603732,52609955,52615456,52617538,52627370,52629035,52634815,52642045,52643343,52644789,52651810,52658315,52662276,52668645,52678597,52679726,52681820,52682233,52685913,	0	PBRM1	cmpl	cmpl	0,1,0,2,1,2,0,0,1,1,2,1,0,2,0,2,1,2,2,0,0,0,0,2,0,0,0,-1,-1,
123	NM_001394879.1	chr3	-	52557651	52685913	52558231	52679711	26	52557651,52561766,52563282,52564049,52576540,52579053,52586424,52587352,52589069,52603520,52609312,52615350,52617261,52627272,52628893,52634601,52641953,52644703,52648343,52651741,52658198,52662132,52668497,52678499,52679573,52685748,	52558413,52561968,52563493,52564233,52576698,52579199,52586688,52587510,52589255,52603732,52609955,52615456,52617538,52627370,52629035,52634815,52642045,52644789,52648442,52651810,52658315,52662276,52668645,52678597,52679723,52685913,	0	PBRM1	cmpl	cmpl	1,0,2,1,2,0,0,1,1,2,1,0,2,0,2,1,2,0,0,0,0,0,2,0,0,-1,
986	NM_001394880.1	chr3	-	52641490	52685913	52641942	52681742	12	52641490,52643247,52644703,52648343,52651741,52658198,52662132,52668497,52678499,52679573,52681694,52685748,	52642045,52643343,52644789,52648442,52651810,52658315,52662276,52668645,52678597,52679726,52681820,52685913,	0	PBRM1	cmpl	cmpl	2,2,0,0,0,0,0,2,0,0,0,-1,
986	NM_001394881.1	chr3	-	52641490	52685913	52641942	52679711	12	52641490,52643247,52644703,52648343,52651741,52658198,52662132,52668497,52678499,52679573,52682091,52685748,	52642045,52643343,52644789,52648442,52651810,52658315,52662276,52668645,52678597,52679726,52682233,52685913,	0	PBRM1	cmpl	cmpl	2,2,0,0,0,0,0,2,0,0,-1,-1,
123	NM_001400470.1	chr3	-	52545366	52685913	52548062	52679711	31	52545366,52550420,52550746,52554723,52558248,52561766,52563282,52564049,52576540,52579053,52586424,52587352,52589069,52603520,52609312,52615350,52617261,52627272,52628893,52634601,52641953,52643247,52644703,52648343,52651741,52658198,52662132,52668497,52678499,52679573,52685748,	52548235,52550637,52550817,52554879,52558413,52561968,52563493,52564233,52576698,52579199,52586688,52587510,52589255,52603732,52609955,52615456,52617538,52627370,52629035,52634815,52642045,52643343,52644789,52648442,52651810,52658315,52662276,52668645,52678597,52679726,52685913,	0	PBRM1	cmpl	cmpl	1,0,1,1,1,0,2,1,2,0,0,1,1,2,1,0,2,0,2,1,2,2,0,0,0,0,0,2,0,0,-1,
123	NM_001400471.1	chr3	-	52545366	52685913	52548062	52679711	32	52545366,52550420,52550746,52554723,52558248,52561766,52563363,52564049,52576540,52579053,52586424,52587352,52589069,52603520,52609312,52615350,52617261,52624896,52627272,52628893,52634601,52641953,52643247,52644703,52648343,52651741,52658198,52662132,52668497,52678499,52679573,52685748,	52548235,52550637,52550817,52554879,52558413,52561968,52563493,52564233,52576698,52579199,52586688,52587435,52589255,52603732,52609955,52615456,52617538,52624941,52627370,52629035,52634815,52642045,52643343,52644789,52648442,52651810,52658315,52662276,52668645,52678597,52679726,52685913,	0	PBRM1	cmpl	cmpl	1,0,1,1,1,0,2,1,2,0,0,1,1,2,1,0,2,2,0,2,1,2,2,0,0,0,0,0,2,0,0,-1,
123	NM_001400472.1	chr3	-	52545366	52685913	52548062	52679711	31	52545366,52550420,52550746,52554723,52561766,52563282,52564049,52576540,52579053,52586424,52587352,52589069,52603520,52609312,52615350,52617261,52627272,52628893,52634601,52641953,52643247,52644703,52648343,52651741,52658198,52662132,52668497,52678499,52679573,52682091,52685748,	52548235,52550637,52550817,52554879,52561968,52563493,52564233,52576698,52579199,52586688,52587510,52589255,52603732,52609955,52615456,52617538,52627370,52629056,52634815,52642045,52643343,52644789,52648442,52651810,52658315,52662276,52668645,52678597,52679726,52682233,52685913,	0	PBRM1	cmpl	cmpl	1,0,1,1,0,2,1,2,0,0,1,1,2,1,0,2,0,2,1,2,2,0,0,0,0,0,2,0,0,-1,-1,
123	NM_001400473.1	chr3	-	52545366	52685913	52548062	52679711	30	52545366,52550420,52550746,52558248,52561766,52563282,52564049,52576540,52579053,52586424,52587352,52589069,52603520,52609312,52615350,52617261,52627272,52628893,52634601,52641953,52643247,52644703,52648343,52651741,52658198,52662132,52668497,52678499,52679573,52685748,	52548235,52550637,52550817,52558413,52561968,52563493,52564233,52576698,52579199,52586688,52587510,52589252,52603732,52609955,52615456,52617538,52627370,52629035,52634815,52642045,52643343,52644789,52648442,52651810,52658315,52662276,52668645,52678597,52679723,52685913,	0	PBRM1	cmpl	cmpl	1,0,1,1,0,2,1,2,0,0,1,1,2,1,0,2,0,2,1,2,2,0,0,0,0,0,2,0,0,-1,
123	NM_001400474.1	chr3	-	52545366	52685599	52548062	52679711	31	52545366,52550420,52550746,52554723,52561766,52563282,52564049,52576540,52579053,52586424,52587352,52589069,52603520,52609312,52615350,52617261,52627272,52628893,52634601,52641953,52643247,52644703,52648343,52651741,52658198,52662132,52668497,52678499,52679573,52682091,52685435,	52548235,52550637,52550817,52554879,52561968,52563493,52564233,52576698,52579199,52586688,52587510,52589255,52603732,52609955,52615456,52617538,52627370,52629035,52634815,52642045,52643343,52644789,52648442,52651810,52658315,52662276,52668645,52678597,52679723,52682233,52685599,	0	PBRM1	cmpl	cmpl	1,0,1,1,0,2,1,2,0,0,1,1,2,1,0,2,0,2,1,2,2,0,0,0,0,0,2,0,0,-1,-1,
123	NM_001400475.1	chr3	-	52545366	52685913	52548062	52679711	31	52545366,52550420,52550746,52554723,52561766,52563282,52564049,52576540,52579053,52586424,52587352,52589069,52603520,52609312,52615350,52617261,52627272,52628893,52634601,52641953,52643247,52644703,52648343,52651741,52658198,52662132,52668497,52678499,52679573,52682091,52685748,	52548235,52550637,52550817,52554879,52561968,52563493,52564233,52576698,52579199,52586688,52587510,52589255,52603732,52609955,52615456,52617538,52627370,52629035,52634815,52642045,52643343,52644789,52648442,52651810,52658315,52662276,52668645,52678597,52679723,52682233,52685913,	0	PBRM1	cmpl	cmpl	1,0,1,1,0,2,1,2,0,0,1,1,2,1,0,2,0,2,1,2,2,0,0,0,0,0,2,0,0,-1,-1,
123	NM_001400479.1	chr3	-	52545366	52685913	52548062	52679711	31	52545366,52550420,52550746,52554723,52561766,52563282,52564049,52576540,52579053,52586424,52587352,52589069,52603520,52609312,52615350,52617261,52627272,52628893,52634601,52641953,52643247,52644703,52648343,52651741,52658198,52662132,52668497,52678499,52679573,52682091,52685748,	52548235,52550637,52550817,52554879,52561968,52563493,52564233,52576698,52579199,52586688,52587510,52589255,52603732,52609955,52615456,52617538,52627370,52629035,52634815,52642045,52643343,52644789,52648442,52651810,52658315,52662276,52668645,52678597,52679726,52682233,52685913,	0	PBRM1	cmpl	cmpl	1,0,1,1,0,2,1,2,0,0,1,1,2,1,0,2,0,2,1,2,2,0,0,0,0,0,2,0,0,-1,-1,
123	NM_001400481.1	chr3	-	52545366	52685599	52548062	52679711	30	52545366,52550420,52550746,52554723,52561766,52563282,52564049,52576540,52579053,52586424,52587352,52589069,52603520,52609312,52615350,52617261,52627272,52628893,52634601,52641953,52643247,52644703,52648343,52651741,52658198,52662132,52668497,52678499,52679573,52685435,	52548235,52550637,52550817,52554879,52561968,52563493,52564233,52576698,52579199,52586688,52587510,52589252,52603732,52609955,52615456,52617538,52627370,52629035,52634815,52642045,52643343,52644789,52648442,52651810,52658315,52662276,52668645,52678597,52679726,52685599,	0	PBRM1	cmpl	cmpl	1,0,1,1,0,2,1,2,0,0,1,1,2,1,0,2,0,2,1,2,2,0,0,0,0,0,2,0,0,-1,
